Year,Province,Division,District,VehicleType,Class,Count
2023,Punjab,Gujranwala,Hafizabad,Trucks,HDV,109
2023,Punjab,Gujranwala,Hafizabad,Pickups/Delivery Vans,LDV,451
2023,Punjab,Gujranwala,Hafizabad,Tractors,NRV,4616
2023,Punjab,Faisalabad,Jhang,Motor Cycles/Scooters,2W,264384
2023,Punjab,Faisalabad,Jhang,Auto Rickshaws,3W,20358
2023,Punjab,Faisalabad,Jhang,Motor Cars/Jeeps/Station Wagons,4W1,2427
2023,Punjab,Faisalabad,Jhang,Motor Cars/Jeeps/Station Wagons,4W2,428
2023,Punjab,Faisalabad,Jhang,Taxis,4WT,435
2023,Punjab,Faisalabad,Jhang,Mini Buses/Buses/Flying/Luxury Coaches,BUS,960
2023,Punjab,Faisalabad,Jhang,Trucks,HDV,1189
2023,Punjab,Faisalabad,Jhang,Pickups/Delivery Vans,LDV,1342
2023,Punjab,Faisalabad,Jhang,Tractors,NRV,12918
2023,Punjab,Rawalpindi,Jhelum,Motor Cycles/Scooters,2W,260426
2023,Punjab,Rawalpindi,Jhelum,Auto Rickshaws,3W,20523
2023,Punjab,Rawalpindi,Jhelum,Motor Cars/Jeeps/Station Wagons,4W1,5784
2023,Punjab,Rawalpindi,Jhelum,Motor Cars/Jeeps/Station Wagons,4W2,1021
2023,Punjab,Rawalpindi,Jhelum,Taxis,4WT,296
2023,Punjab,Rawalpindi,Jhelum,Mini Buses/Buses/Flying/Luxury Coaches,BUS,609
2023,Punjab,Rawalpindi,Jhelum,Trucks,HDV,307
2023,Punjab,Rawalpindi,Jhelum,Pickups/Delivery Vans,LDV,2966
2023,Punjab,Rawalpindi,Jhelum,Tractors,NRV,5835
2023,Punjab,Lahore,Kasur,Motor Cycles/Scooters,2W,35154
2023,Punjab,Lahore,Kasur,Auto Rickshaws,3W,415
2023,Punjab,Lahore,Kasur,Motor Cars/Jeeps/Station Wagons,4W1,885
2023,Punjab,Lahore,Kasur,Motor Cars/Jeeps/Station Wagons,4W2,156
2023,Punjab,Lahore,Kasur,Taxis,4WT,274
2023,Punjab,Lahore,Kasur,Mini Buses/Buses/Flying/Luxury Coaches,BUS,295
2023,Punjab,Lahore,Kasur,Trucks,HDV,548
2023,Punjab,Lahore,Kasur,Pickups/Delivery Vans,LDV,1451
2023,Punjab,Lahore,Kasur,Tractors,NRV,18832
2023,Punjab,Multan,Khanewal,Motor Cycles/Scooters,2W,300344
2023,Punjab,Multan,Khanewal,Auto Rickshaws,3W,590
2023,Punjab,Multan,Khanewal,Motor Cars/Jeeps/Station Wagons,4W1,2338
2023,Punjab,Multan,Khanewal,Motor Cars/Jeeps/Station Wagons,4W2,412
2023,Punjab,Multan,Khanewal,Taxis,4WT,369
2023,Punjab,Multan,Khanewal,Mini Buses/Buses/Flying/Luxury Coaches,BUS,87
2023,Punjab,Multan,Khanewal,Trucks,HDV,91
2023,Punjab,Multan,Khanewal,Pickups/Delivery Vans,LDV,473
2023,Punjab,Multan,Khanewal,Tractors,NRV,12521
2023,Punjab,Sargodha,Khushab,Motor Cycles/Scooters,2W,143327
2023,Punjab,Sargodha,Khushab,Auto Rickshaws,3W,15802
2023,Punjab,Sargodha,Khushab,Motor Cars/Jeeps/Station Wagons,4W1,1084
2023,Punjab,Sargodha,Khushab,Motor Cars/Jeeps/Station Wagons,4W2,191
2023,Punjab,Sargodha,Khushab,Taxis,4WT,20
2023,Punjab,Sargodha,Khushab,Mini Buses/Buses/Flying/Luxury Coaches,BUS,630
2023,Punjab,Sargodha,Khushab,Trucks,HDV,520
2023,Punjab,Sargodha,Khushab,Pickups/Delivery Vans,LDV,881
2023,Punjab,Sargodha,Khushab,Tractors,NRV,7269
2023,Punjab,Lahore,Lahore,Motor Cycles/Scooters,2W,4822762
2023,Punjab,Lahore,Lahore,Auto Rickshaws,3W,223711
2023,Punjab,Lahore,Lahore,Motor Cars/Jeeps/Station Wagons,4W1,1327178
2023,Punjab,Lahore,Lahore,Motor Cars/Jeeps/Station Wagons,4W2,234208
2023,Punjab,Lahore,Lahore,Taxis,4WT,27745
2023,Punjab,Lahore,Lahore,Mini Buses/Buses/Flying/Luxury Coaches,BUS,66047
2023,Punjab,Lahore,Lahore,Trucks,HDV,44383
2023,Punjab,Lahore,Lahore,Pickups/Delivery Vans,LDV,127310
2023,Punjab,Lahore,Lahore,Tractors,NRV,61937
2023,Punjab,D.G.Khan,Layyah,Motor Cycles/Scooters,2W,206994
2023,Punjab,D.G.Khan,Layyah,Auto Rickshaws,3W,11121
2023,Punjab,D.G.Khan,Layyah,Motor Cars/Jeeps/Station Wagons,4W1,1672
2023,Punjab,D.G.Khan,Layyah,Motor Cars/Jeeps/Station Wagons,4W2,295
2023,Punjab,D.G.Khan,Layyah,Taxis,4WT,134
2023,Punjab,D.G.Khan,Layyah,Mini Buses/Buses/Flying/Luxury Coaches,BUS,283
2023,Punjab,D.G.Khan,Layyah,Trucks,HDV,111
2023,Punjab,D.G.Khan,Layyah,Pickups/Delivery Vans,LDV,617
2023,Punjab,D.G.Khan,Layyah,Tractors,NRV,14120
2023,Punjab,Multan,Lodhran,Motor Cycles/Scooters,2W,84408
2023,Punjab,Multan,Lodhran,Auto Rickshaws,3W,746
2023,Punjab,Multan,Lodhran,Motor Cars/Jeeps/Station Wagons,4W1,2810
2023,Punjab,Multan,Lodhran,Motor Cars/Jeeps/Station Wagons,4W2,496
2023,Punjab,Multan,Lodhran,Taxis,4WT,356
2023,Punjab,Multan,Lodhran,Mini Buses/Buses/Flying/Luxury Coaches,BUS,176
2023,Punjab,Multan,Lodhran,Trucks,HDV,256
2023,Punjab,Multan,Lodhran,Pickups/Delivery Vans,LDV,572
2023,Punjab,Multan,Lodhran,Tractors,NRV,8194
2023,Punjab,Gujranwala,M.B.Din,Motor Cycles/Scooters,2W,181147
2023,Punjab,Gujranwala,M.B.Din,Auto Rickshaws,3W,3849
2023,Punjab,Gujranwala,M.B.Din,Motor Cars/Jeeps/Station Wagons,4W1,2028
2023,Punjab,Gujranwala,M.B.Din,Motor Cars/Jeeps/Station Wagons,4W2,358
2023,Punjab,Gujranwala,M.B.Din,Taxis,4WT,220
2023,Punjab,Gujranwala,M.B.Din,Mini Buses/Buses/Flying/Luxury Coaches,BUS,381
2023,Punjab,Gujranwala,M.B.Din,Trucks,HDV,174
2023,Punjab,Gujranwala,M.B.Din,Pickups/Delivery Vans,LDV,1441
2023,Punjab,Gujranwala,M.B.Din,Tractors,NRV,7468
2023,Punjab,Sargodha,Mianwali,Motor Cycles/Scooters,2W,211904
2023,Punjab,Sargodha,Mianwali,Auto Rickshaws,3W,8400
2023,Punjab,Sargodha,Mianwali,Motor Cars/Jeeps/Station Wagons,4W1,1123
2023,Punjab,Sargodha,Mianwali,Motor Cars/Jeeps/Station Wagons,4W2,198
2023,Punjab,Sargodha,Mianwali,Taxis,4WT,262
2023,Punjab,Sargodha,Mianwali,Mini Buses/Buses/Flying/Luxury Coaches,BUS,767
2023,Punjab,Sargodha,Mianwali,Trucks,HDV,751
2023,Punjab,Sargodha,Mianwali,Pickups/Delivery Vans,LDV,3289
2023,Punjab,Sargodha,Mianwali,Tractors,NRV,9946
2023,Punjab,Multan,Multan,Motor Cycles/Scooters,2W,1424709
2023,Punjab,Multan,Multan,Auto Rickshaws,3W,22828
2023,Punjab,Multan,Multan,Motor Cars/Jeeps/Station Wagons,4W1,108640
2023,Punjab,Multan,Multan,Motor Cars/Jeeps/Station Wagons,4W2,19172
2023,Punjab,Multan,Multan,Taxis,4WT,10722
2023,Punjab,Multan,Multan,Mini Buses/Buses/Flying/Luxury Coaches,BUS,5773
2023,Punjab,Multan,Multan,Trucks,HDV,6816
2023,Punjab,Multan,Multan,Pickups/Delivery Vans,LDV,21640
2023,Punjab,Multan,Multan,Tractors,NRV,21092
2023,Punjab,D.G.Khan,Muzaffargarh,Motor Cycles/Scooters,2W,179222
2023,Punjab,D.G.Khan,Muzaffargarh,Auto Rickshaws,3W,791
2023,Punjab,D.G.Khan,Muzaffargarh,Motor Cars/Jeeps/Station Wagons,4W1,2338
2023,Punjab,D.G.Khan,Muzaffargarh,Motor Cars/Jeeps/Station Wagons,4W2,413
2023,Punjab,D.G.Khan,Muzaffargarh,Taxis,4WT,158
2023,Punjab,D.G.Khan,Muzaffargarh,Mini Buses/Buses/Flying/Luxury Coaches,BUS,217
2023,Punjab,D.G.Khan,Muzaffargarh,Trucks,HDV,533
2023,Punjab,D.G.Khan,Muzaffargarh,Pickups/Delivery Vans,LDV,655
2023,Punjab,D.G.Khan,Muzaffargarh,Tractors,NRV,11553
2023,Punjab,Lahore,Nankana Sahib,Motor Cycles/Scooters,2W,43921
2023,Punjab,Lahore,Nankana Sahib,Auto Rickshaws,3W,47
2023,Punjab,Lahore,Nankana Sahib,Motor Cars/Jeeps/Station Wagons,4W1,464
2023,Punjab,Lahore,Nankana Sahib,Motor Cars/Jeeps/Station Wagons,4W2,82
2023,Punjab,Lahore,Nankana Sahib,Taxis,4WT,1
2023,Punjab,Lahore,Nankana Sahib,Mini Buses/Buses/Flying/Luxury Coaches,BUS,39
2023,Punjab,Lahore,Nankana Sahib,Trucks,HDV,25
2023,Punjab,Lahore,Nankana Sahib,Pickups/Delivery Vans,LDV,131
2023,Punjab,Lahore,Nankana Sahib,Tractors,NRV,2397
2023,Punjab,Gujranwala,Narowal,Motor Cycles/Scooters,2W,74008
2023,Punjab,Gujranwala,Narowal,Auto Rickshaws,3W,2670
2023,Punjab,Gujranwala,Narowal,Motor Cars/Jeeps/Station Wagons,4W1,441
2023,Punjab,Gujranwala,Narowal,Motor Cars/Jeeps/Station Wagons,4W2,78
2023,Punjab,Gujranwala,Narowal,Taxis,4WT,1
2023,Punjab,Gujranwala,Narowal,Mini Buses/Buses/Flying/Luxury Coaches,BUS,46
2023,Punjab,Gujranwala,Narowal,Trucks,HDV,18
2023,Punjab,Gujranwala,Narowal,Pickups/Delivery Vans,LDV,337
2023,Punjab,Gujranwala,Narowal,Tractors,NRV,11191
2023,Punjab,Sahiwal,Okara,Motor Cycles/Scooters,2W,355696
2023,Punjab,Sahiwal,Okara,Auto Rickshaws,3W,3448
2023,Punjab,Sahiwal,Okara,Motor Cars/Jeeps/Station Wagons,4W1,3066
2023,Punjab,Sahiwal,Okara,Motor Cars/Jeeps/Station Wagons,4W2,541
2023,Punjab,Sahiwal,Okara,Taxis,4WT,166
2023,Punjab,Sahiwal,Okara,Mini Buses/Buses/Flying/Luxury Coaches,BUS,271
2023,Punjab,Sahiwal,Okara,Trucks,HDV,588
2023,Punjab,Sahiwal,Okara,Pickups/Delivery Vans,LDV,1501
2023,Punjab,Sahiwal,Okara,Tractors,NRV,15944
2023,Punjab,Sahiwal,Pakpattan,Motor Cycles/Scooters,2W,134387
2023,Punjab,Sahiwal,Pakpattan,Auto Rickshaws,3W,252
2023,Punjab,Sahiwal,Pakpattan,Motor Cars/Jeeps/Station Wagons,4W1,1057
2023,Punjab,Sahiwal,Pakpattan,Motor Cars/Jeeps/Station Wagons,4W2,187
2023,Punjab,Sahiwal,Pakpattan,Taxis,4WT,9
2023,Punjab,Sahiwal,Pakpattan,Mini Buses/Buses/Flying/Luxury Coaches,BUS,128
2023,Punjab,Sahiwal,Pakpattan,Trucks,HDV,38
2023,Punjab,Sahiwal,Pakpattan,Pickups/Delivery Vans,LDV,495
2023,Punjab,Sahiwal,Pakpattan,Tractors,NRV,11259
2023,Punjab,Bahawalpur,R.Y.Khan,Motor Cycles/Scooters,2W,869582
2023,Punjab,Bahawalpur,R.Y.Khan,Auto Rickshaws,3W,509
2023,Punjab,Bahawalpur,R.Y.Khan,Motor Cars/Jeeps/Station Wagons,4W1,14615
2023,Punjab,Bahawalpur,R.Y.Khan,Motor Cars/Jeeps/Station Wagons,4W2,2579
2023,Punjab,Bahawalpur,R.Y.Khan,Taxis,4WT,426
2023,Punjab,Bahawalpur,R.Y.Khan,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1174
2023,Punjab,Bahawalpur,R.Y.Khan,Trucks,HDV,791
2023,Punjab,Bahawalpur,R.Y.Khan,Pickups/Delivery Vans,LDV,3970
2023,Punjab,Bahawalpur,R.Y.Khan,Tractors,NRV,28455
2023,Punjab,D.G.Khan,Rajanpur,Motor Cycles/Scooters,2W,37702
2023,Punjab,D.G.Khan,Rajanpur,Auto Rickshaws,3W,4
2023,Punjab,D.G.Khan,Rajanpur,Motor Cars/Jeeps/Station Wagons,4W1,568
2023,Punjab,D.G.Khan,Rajanpur,Motor Cars/Jeeps/Station Wagons,4W2,100
2023,Punjab,D.G.Khan,Rajanpur,Taxis,4WT,192
2023,Punjab,D.G.Khan,Rajanpur,Mini Buses/Buses/Flying/Luxury Coaches,BUS,99
2023,Punjab,D.G.Khan,Rajanpur,Trucks,HDV,37
2023,Punjab,D.G.Khan,Rajanpur,Pickups/Delivery Vans,LDV,345
2023,Punjab,D.G.Khan,Rajanpur,Tractors,NRV,4121
2023,Punjab,Rawalpindi,Rawalpindi,Motor Cycles/Scooters,2W,965287
2023,Punjab,Rawalpindi,Rawalpindi,Auto Rickshaws,3W,33232
2023,Punjab,Rawalpindi,Rawalpindi,Motor Cars/Jeeps/Station Wagons,4W1,91369
2023,Punjab,Rawalpindi,Rawalpindi,Motor Cars/Jeeps/Station Wagons,4W2,16124
2023,Punjab,Rawalpindi,Rawalpindi,Taxis,4WT,8145
2023,Punjab,Rawalpindi,Rawalpindi,Mini Buses/Buses/Flying/Luxury Coaches,BUS,14542
2023,Punjab,Rawalpindi,Rawalpindi,Trucks,HDV,9313
2023,Punjab,Rawalpindi,Rawalpindi,Pickups/Delivery Vans,LDV,58780
2023,Punjab,Rawalpindi,Rawalpindi,Tractors,NRV,4055
2023,Punjab,Sahiwal,Sahiwal,Motor Cycles/Scooters,2W,470238
2023,Punjab,Sahiwal,Sahiwal,Auto Rickshaws,3W,1116
2023,Punjab,Sahiwal,Sahiwal,Motor Cars/Jeeps/Station Wagons,4W1,9449
2023,Punjab,Sahiwal,Sahiwal,Motor Cars/Jeeps/Station Wagons,4W2,1668
2023,Punjab,Sahiwal,Sahiwal,Taxis,4WT,1970
2023,Punjab,Sahiwal,Sahiwal,Mini Buses/Buses/Flying/Luxury Coaches,BUS,553
2023,Punjab,Sahiwal,Sahiwal,Trucks,HDV,1083
2023,Punjab,Sahiwal,Sahiwal,Pickups/Delivery Vans,LDV,2880
2023,Punjab,Sahiwal,Sahiwal,Tractors,NRV,35598
2023,Punjab,Sargodha,Sargodha,Motor Cycles/Scooters,2W,551483
2023,Punjab,Sargodha,Sargodha,Auto Rickshaws,3W,46066
2023,Punjab,Sargodha,Sargodha,Motor Cars/Jeeps/Station Wagons,4W1,7537
2023,Punjab,Sargodha,Sargodha,Motor Cars/Jeeps/Station Wagons,4W2,1330
2023,Punjab,Sargodha,Sargodha,Taxis,4WT,1843
2023,Punjab,Sargodha,Sargodha,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1835
2023,Punjab,Sargodha,Sargodha,Trucks,HDV,2758
2023,Punjab,Sargodha,Sargodha,Pickups/Delivery Vans,LDV,4369
2023,Punjab,Sargodha,Sargodha,Tractors,NRV,19019
2023,Punjab,Lahore,Sheikhupura,Motor Cycles/Scooters,2W,59589
2023,Punjab,Lahore,Sheikhupura,Auto Rickshaws,3W,2084
2023,Punjab,Lahore,Sheikhupura,Motor Cars/Jeeps/Station Wagons,4W1,2098
2023,Punjab,Lahore,Sheikhupura,Motor Cars/Jeeps/Station Wagons,4W2,370
2023,Punjab,Lahore,Sheikhupura,Taxis,4WT,342
2023,Punjab,Lahore,Sheikhupura,Mini Buses/Buses/Flying/Luxury Coaches,BUS,488
2023,Punjab,Lahore,Sheikhupura,Trucks,HDV,1185
2023,Punjab,Lahore,Sheikhupura,Pickups/Delivery Vans,LDV,996
2023,Punjab,Lahore,Sheikhupura,Tractors,NRV,14021
2023,Punjab,Gujranwala,Sialkot,Motor Cycles/Scooters,2W,750263
2023,Punjab,Gujranwala,Sialkot,Auto Rickshaws,3W,34493
2023,Punjab,Gujranwala,Sialkot,Motor Cars/Jeeps/Station Wagons,4W1,26783
2023,Punjab,Gujranwala,Sialkot,Motor Cars/Jeeps/Station Wagons,4W2,4726
2023,Punjab,Gujranwala,Sialkot,Taxis,4WT,450
2023,Punjab,Gujranwala,Sialkot,Mini Buses/Buses/Flying/Luxury Coaches,BUS,2054
2023,Punjab,Gujranwala,Sialkot,Trucks,HDV,454
2023,Punjab,Gujranwala,Sialkot,Pickups/Delivery Vans,LDV,7758
2023,Punjab,Gujranwala,Sialkot,Tractors,NRV,12939
2023,Punjab,Faisalabad,T.T.Singh,Motor Cycles/Scooters,2W,242566
2023,Punjab,Faisalabad,T.T.Singh,Auto Rickshaws,3W,402
2023,Punjab,Faisalabad,T.T.Singh,Motor Cars/Jeeps/Station Wagons,4W1,1450
2023,Punjab,Faisalabad,T.T.Singh,Motor Cars/Jeeps/Station Wagons,4W2,256
2023,Punjab,Faisalabad,T.T.Singh,Taxis,4WT,125
2023,Punjab,Faisalabad,T.T.Singh,Mini Buses/Buses/Flying/Luxury Coaches,BUS,193
2023,Punjab,Faisalabad,T.T.Singh,Trucks,HDV,106
2023,Punjab,Faisalabad,T.T.Singh,Pickups/Delivery Vans,LDV,567
2023,Punjab,Faisalabad,T.T.Singh,Tractors,NRV,13327
2023,Punjab,Multan,Vehari,Motor Cycles/Scooters,2W,411376
2023,Punjab,Multan,Vehari,Auto Rickshaws,3W,479
2023,Punjab,Multan,Vehari,Motor Cars/Jeeps/Station Wagons,4W1,4266
2023,Punjab,Multan,Vehari,Motor Cars/Jeeps/Station Wagons,4W2,753
2023,Punjab,Multan,Vehari,Taxis,4WT,802
2023,Punjab,Multan,Vehari,Mini Buses/Buses/Flying/Luxury Coaches,BUS,321
2023,Punjab,Multan,Vehari,Trucks,HDV,201
2023,Punjab,Multan,Vehari,Pickups/Delivery Vans,LDV,664
2023,Punjab,Multan,Vehari,Tractors,NRV,18988
