Year,Province,Division,District,VehicleType,Class,Count
2022,Punjab,Gujranwala,Gujranwala,Motor Cycles/Scooters,2W,900631
2022,Punjab,Gujranwala,Gujranwala,Auto Rickshaws,3W,15164
2022,Punjab,Gujranwala,Gujranwala,Motor Cars/Jeeps/Station Wagons,4W1,17685
2022,Punjab,Gujranwala,Gujranwala,Motor Cars/Jeeps/Station Wagons,4W2,3121
2022,Punjab,Gujranwala,Gujranwala,Taxis,4WT,3456
2022,Punjab,Gujranwala,Gujranwala,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1744
2022,Punjab,Gujranwala,Gujranwala,Trucks,HDV,1482
2022,Punjab,Gujranwala,Gujranwala,Pickups/Delivery Vans,LDV,8202
2022,Punjab,Gujranwala,Gujranwala,Tractors,NRV,20025
2022,Punjab,Gujranwala,Gujrat,Motor Cycles/Scooters,2W,493040
2022,Punjab,Gujranwala,Gujrat,Auto Rickshaws,3W,12205
2022,Punjab,Gujranwala,Gujrat,Motor Cars/Jeeps/Station Wagons,4W1,4891
2022,Punjab,Gujranwala,Gujrat,Motor Cars/Jeeps/Station Wagons,4W2,863
2022,Punjab,Gujranwala,Gujrat,Taxis,4WT,442
2022,Punjab,Gujranwala,Gujrat,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1000
2022,Punjab,Gujranwala,Gujrat,Trucks,HDV,822
2022,Punjab,Gujranwala,Gujrat,Pickups/Delivery Vans,LDV,3519
2022,Punjab,Gujranwala,Gujrat,Tractors,NRV,10807
2022,Punjab,Gujranwala,Hafizabad,Motor Cycles/Scooters,2W,126780
2022,Punjab,Gujranwala,Hafizabad,Auto Rickshaws,3W,331
2022,Punjab,Gujranwala,Hafizabad,Motor Cars/Jeeps/Station Wagons,4W1,1044
2022,Punjab,Gujranwala,Hafizabad,Motor Cars/Jeeps/Station Wagons,4W2,184
2022,Punjab,Gujranwala,Hafizabad,Taxis,4WT,204
2022,Punjab,Gujranwala,Hafizabad,Mini Buses/Buses/Flying/Luxury Coaches,BUS,222
2022,Punjab,Gujranwala,Hafizabad,Trucks,HDV,108
2022,Punjab,Gujranwala,Hafizabad,Pickups/Delivery Vans,LDV,447
2022,Punjab,Gujranwala,Hafizabad,Tractors,NRV,4498
2022,Punjab,Faisalabad,Jhang,Motor Cycles/Scooters,2W,255438
2022,Punjab,Faisalabad,Jhang,Auto Rickshaws,3W,20300
2022,Punjab,Faisalabad,Jhang,Motor Cars/Jeeps/Station Wagons,4W1,2272
2022,Punjab,Faisalabad,Jhang,Motor Cars/Jeeps/Station Wagons,4W2,401
2022,Punjab,Faisalabad,Jhang,Taxis,4WT,435
2022,Punjab,Faisalabad,Jhang,Mini Buses/Buses/Flying/Luxury Coaches,BUS,948
2022,Punjab,Faisalabad,Jhang,Trucks,HDV,1188
2022,Punjab,Faisalabad,Jhang,Pickups/Delivery Vans,LDV,1322
2022,Punjab,Faisalabad,Jhang,Tractors,NRV,12723
2022,Punjab,Rawalpindi,Jhelum,Motor Cycles/Scooters,2W,251971
2022,Punjab,Rawalpindi,Jhelum,Auto Rickshaws,3W,20336
2022,Punjab,Rawalpindi,Jhelum,Motor Cars/Jeeps/Station Wagons,4W1,5704
2022,Punjab,Rawalpindi,Jhelum,Motor Cars/Jeeps/Station Wagons,4W2,1007
2022,Punjab,Rawalpindi,Jhelum,Taxis,4WT,295
2022,Punjab,Rawalpindi,Jhelum,Mini Buses/Buses/Flying/Luxury Coaches,BUS,608
2022,Punjab,Rawalpindi,Jhelum,Trucks,HDV,304
2022,Punjab,Rawalpindi,Jhelum,Pickups/Delivery Vans,LDV,2941
2022,Punjab,Rawalpindi,Jhelum,Tractors,NRV,5642
2022,Punjab,Lahore,Kasur,Motor Cycles/Scooters,2W,32546
2022,Punjab,Lahore,Kasur,Auto Rickshaws,3W,414
2022,Punjab,Lahore,Kasur,Motor Cars/Jeeps/Station Wagons,4W1,820
2022,Punjab,Lahore,Kasur,Motor Cars/Jeeps/Station Wagons,4W2,145
2022,Punjab,Lahore,Kasur,Taxis,4WT,274
2022,Punjab,Lahore,Kasur,Mini Buses/Buses/Flying/Luxury Coaches,BUS,294
2022,Punjab,Lahore,Kasur,Trucks,HDV,547
2022,Punjab,Lahore,Kasur,Pickups/Delivery Vans,LDV,1449
2022,Punjab,Lahore,Kasur,Tractors,NRV,18660
2022,Punjab,Multan,Khanewal,Motor Cycles/Scooters,2W,291072
2022,Punjab,Multan,Khanewal,Auto Rickshaws,3W,590
2022,Punjab,Multan,Khanewal,Motor Cars/Jeeps/Station Wagons,4W1,2183
2022,Punjab,Multan,Khanewal,Motor Cars/Jeeps/Station Wagons,4W2,385
2022,Punjab,Multan,Khanewal,Taxis,4WT,368
2022,Punjab,Multan,Khanewal,Mini Buses/Buses/Flying/Luxury Coaches,BUS,87
2022,Punjab,Multan,Khanewal,Trucks,HDV,90
2022,Punjab,Multan,Khanewal,Pickups/Delivery Vans,LDV,466
2022,Punjab,Multan,Khanewal,Tractors,NRV,12346
2022,Punjab,Sargodha,Khushab,Motor Cycles/Scooters,2W,137825
2022,Punjab,Sargodha,Khushab,Auto Rickshaws,3W,15524
2022,Punjab,Sargodha,Khushab,Motor Cars/Jeeps/Station Wagons,4W1,865
2022,Punjab,Sargodha,Khushab,Motor Cars/Jeeps/Station Wagons,4W2,153
2022,Punjab,Sargodha,Khushab,Taxis,4WT,20
2022,Punjab,Sargodha,Khushab,Mini Buses/Buses/Flying/Luxury Coaches,BUS,628
2022,Punjab,Sargodha,Khushab,Trucks,HDV,520
2022,Punjab,Sargodha,Khushab,Pickups/Delivery Vans,LDV,832
2022,Punjab,Sargodha,Khushab,Tractors,NRV,7092
2022,Punjab,Lahore,Lahore,Motor Cycles/Scooters,2W,4720926
2022,Punjab,Lahore,Lahore,Auto Rickshaws,3W,221960
2022,Punjab,Lahore,Lahore,Motor Cars/Jeeps/Station Wagons,4W1,1300757
2022,Punjab,Lahore,Lahore,Motor Cars/Jeeps/Station Wagons,4W2,229545
2022,Punjab,Lahore,Lahore,Taxis,4WT,27686
2022,Punjab,Lahore,Lahore,Mini Buses/Buses/Flying/Luxury Coaches,BUS,65279
2022,Punjab,Lahore,Lahore,Trucks,HDV,44095
2022,Punjab,Lahore,Lahore,Pickups/Delivery Vans,LDV,125804
2022,Punjab,Lahore,Lahore,Tractors,NRV,60451
2022,Punjab,D.G.Khan,Layyah,Motor Cycles/Scooters,2W,200505
2022,Punjab,D.G.Khan,Layyah,Auto Rickshaws,3W,11007
2022,Punjab,D.G.Khan,Layyah,Motor Cars/Jeeps/Station Wagons,4W1,1514
2022,Punjab,D.G.Khan,Layyah,Motor Cars/Jeeps/Station Wagons,4W2,267
2022,Punjab,D.G.Khan,Layyah,Taxis,4WT,134
2022,Punjab,D.G.Khan,Layyah,Mini Buses/Buses/Flying/Luxury Coaches,BUS,280
2022,Punjab,D.G.Khan,Layyah,Trucks,HDV,110
2022,Punjab,D.G.Khan,Layyah,Pickups/Delivery Vans,LDV,605
2022,Punjab,D.G.Khan,Layyah,Tractors,NRV,13894
2022,Punjab,Multan,Lodhran,Motor Cycles/Scooters,2W,79268
2022,Punjab,Multan,Lodhran,Auto Rickshaws,3W,674
2022,Punjab,Multan,Lodhran,Motor Cars/Jeeps/Station Wagons,4W1,2700
2022,Punjab,Multan,Lodhran,Motor Cars/Jeeps/Station Wagons,4W2,477
2022,Punjab,Multan,Lodhran,Taxis,4WT,356
2022,Punjab,Multan,Lodhran,Mini Buses/Buses/Flying/Luxury Coaches,BUS,175
2022,Punjab,Multan,Lodhran,Trucks,HDV,256
2022,Punjab,Multan,Lodhran,Pickups/Delivery Vans,LDV,569
2022,Punjab,Multan,Lodhran,Tractors,NRV,8020
2022,Punjab,Gujranwala,M.B.Din,Motor Cycles/Scooters,2W,176173
2022,Punjab,Gujranwala,M.B.Din,Auto Rickshaws,3W,3846
2022,Punjab,Gujranwala,M.B.Din,Motor Cars/Jeeps/Station Wagons,4W1,1936
2022,Punjab,Gujranwala,M.B.Din,Motor Cars/Jeeps/Station Wagons,4W2,342
2022,Punjab,Gujranwala,M.B.Din,Taxis,4WT,220
2022,Punjab,Gujranwala,M.B.Din,Mini Buses/Buses/Flying/Luxury Coaches,BUS,375
2022,Punjab,Gujranwala,M.B.Din,Trucks,HDV,174
2022,Punjab,Gujranwala,M.B.Din,Pickups/Delivery Vans,LDV,1436
2022,Punjab,Gujranwala,M.B.Din,Tractors,NRV,7332
2022,Punjab,Sargodha,Mianwali,Motor Cycles/Scooters,2W,204228
2022,Punjab,Sargodha,Mianwali,Auto Rickshaws,3W,8400
2022,Punjab,Sargodha,Mianwali,Motor Cars/Jeeps/Station Wagons,4W1,1084
2022,Punjab,Sargodha,Mianwali,Motor Cars/Jeeps/Station Wagons,4W2,191
2022,Punjab,Sargodha,Mianwali,Taxis,4WT,262
2022,Punjab,Sargodha,Mianwali,Mini Buses/Buses/Flying/Luxury Coaches,BUS,766
2022,Punjab,Sargodha,Mianwali,Trucks,HDV,750
2022,Punjab,Sargodha,Mianwali,Pickups/Delivery Vans,LDV,3284
2022,Punjab,Sargodha,Mianwali,Tractors,NRV,9773
2022,Punjab,Multan,Multan,Motor Cycles/Scooters,2W,1395757
2022,Punjab,Multan,Multan,Auto Rickshaws,3W,22414
2022,Punjab,Multan,Multan,Motor Cars/Jeeps/Station Wagons,4W1,105174
2022,Punjab,Multan,Multan,Motor Cars/Jeeps/Station Wagons,4W2,18560
2022,Punjab,Multan,Multan,Taxis,4WT,10710
2022,Punjab,Multan,Multan,Mini Buses/Buses/Flying/Luxury Coaches,BUS,5760
2022,Punjab,Multan,Multan,Trucks,HDV,6788
2022,Punjab,Multan,Multan,Pickups/Delivery Vans,LDV,21404
2022,Punjab,Multan,Multan,Tractors,NRV,20816
2022,Punjab,D.G.Khan,Muzaffargarh,Motor Cycles/Scooters,2W,169295
2022,Punjab,D.G.Khan,Muzaffargarh,Auto Rickshaws,3W,773
2022,Punjab,D.G.Khan,Muzaffargarh,Motor Cars/Jeeps/Station Wagons,4W1,2033
2022,Punjab,D.G.Khan,Muzaffargarh,Motor Cars/Jeeps/Station Wagons,4W2,359
2022,Punjab,D.G.Khan,Muzaffargarh,Taxis,4WT,147
2022,Punjab,D.G.Khan,Muzaffargarh,Mini Buses/Buses/Flying/Luxury Coaches,BUS,215
2022,Punjab,D.G.Khan,Muzaffargarh,Trucks,HDV,528
2022,Punjab,D.G.Khan,Muzaffargarh,Pickups/Delivery Vans,LDV,624
2022,Punjab,D.G.Khan,Muzaffargarh,Tractors,NRV,11373
2022,Punjab,Lahore,Nankana Sahib,Motor Cycles/Scooters,2W,40562
2022,Punjab,Lahore,Nankana Sahib,Auto Rickshaws,3W,47
2022,Punjab,Lahore,Nankana Sahib,Motor Cars/Jeeps/Station Wagons,4W1,363
2022,Punjab,Lahore,Nankana Sahib,Motor Cars/Jeeps/Station Wagons,4W2,64
2022,Punjab,Lahore,Nankana Sahib,Taxis,4WT,1
2022,Punjab,Lahore,Nankana Sahib,Mini Buses/Buses/Flying/Luxury Coaches,BUS,35
2022,Punjab,Lahore,Nankana Sahib,Trucks,HDV,24
2022,Punjab,Lahore,Nankana Sahib,Pickups/Delivery Vans,LDV,128
2022,Punjab,Lahore,Nankana Sahib,Tractors,NRV,2276
2022,Punjab,Gujranwala,Narowal,Motor Cycles/Scooters,2W,68374
2022,Punjab,Gujranwala,Narowal,Auto Rickshaws,3W,2660
2022,Punjab,Gujranwala,Narowal,Motor Cars/Jeeps/Station Wagons,4W1,386
2022,Punjab,Gujranwala,Narowal,Motor Cars/Jeeps/Station Wagons,4W2,68
2022,Punjab,Gujranwala,Narowal,Taxis,4WT,1
2022,Punjab,Gujranwala,Narowal,Mini Buses/Buses/Flying/Luxury Coaches,BUS,45
2022,Punjab,Gujranwala,Narowal,Trucks,HDV,17
2022,Punjab,Gujranwala,Narowal,Pickups/Delivery Vans,LDV,332
2022,Punjab,Gujranwala,Narowal,Tractors,NRV,11035
2022,Punjab,Lahore,Okara,Motor Cycles/Scooters,2W,346506
2022,Punjab,Lahore,Okara,Auto Rickshaws,3W,3446
2022,Punjab,Lahore,Okara,Motor Cars/Jeeps/Station Wagons,4W1,2833
2022,Punjab,Lahore,Okara,Motor Cars/Jeeps/Station Wagons,4W2,500
2022,Punjab,Lahore,Okara,Taxis,4WT,166
2022,Punjab,Lahore,Okara,Mini Buses/Buses/Flying/Luxury Coaches,BUS,269
2022,Punjab,Lahore,Okara,Trucks,HDV,586
2022,Punjab,Lahore,Okara,Pickups/Delivery Vans,LDV,1490
2022,Punjab,Lahore,Okara,Tractors,NRV,15618
2022,Punjab,Multan,Pakpattan,Motor Cycles/Scooters,2W,129308
2022,Punjab,Multan,Pakpattan,Auto Rickshaws,3W,251
2022,Punjab,Multan,Pakpattan,Motor Cars/Jeeps/Station Wagons,4W1,978
2022,Punjab,Multan,Pakpattan,Motor Cars/Jeeps/Station Wagons,4W2,172
2022,Punjab,Multan,Pakpattan,Taxis,4WT,9
2022,Punjab,Multan,Pakpattan,Mini Buses/Buses/Flying/Luxury Coaches,BUS,125
2022,Punjab,Multan,Pakpattan,Trucks,HDV,38
2022,Punjab,Multan,Pakpattan,Pickups/Delivery Vans,LDV,494
2022,Punjab,Multan,Pakpattan,Tractors,NRV,11050
2022,Punjab,Bahawalpur,R.Y.Khan,Motor Cycles/Scooters,2W,848186
2022,Punjab,Bahawalpur,R.Y.Khan,Auto Rickshaws,3W,506
2022,Punjab,Bahawalpur,R.Y.Khan,Motor Cars/Jeeps/Station Wagons,4W1,14095
2022,Punjab,Bahawalpur,R.Y.Khan,Motor Cars/Jeeps/Station Wagons,4W2,2487
2022,Punjab,Bahawalpur,R.Y.Khan,Taxis,4WT,426
2022,Punjab,Bahawalpur,R.Y.Khan,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1166
2022,Punjab,Bahawalpur,R.Y.Khan,Trucks,HDV,788
2022,Punjab,Bahawalpur,R.Y.Khan,Pickups/Delivery Vans,LDV,3949
2022,Punjab,Bahawalpur,R.Y.Khan,Tractors,NRV,28072
2022,Punjab,D.G.Khan,Rajanpur,Motor Cycles/Scooters,2W,34170
2022,Punjab,D.G.Khan,Rajanpur,Auto Rickshaws,3W,4
2022,Punjab,D.G.Khan,Rajanpur,Motor Cars/Jeeps/Station Wagons,4W1,536
2022,Punjab,D.G.Khan,Rajanpur,Motor Cars/Jeeps/Station Wagons,4W2,94
2022,Punjab,D.G.Khan,Rajanpur,Taxis,4WT,192
2022,Punjab,D.G.Khan,Rajanpur,Mini Buses/Buses/Flying/Luxury Coaches,BUS,99
2022,Punjab,D.G.Khan,Rajanpur,Trucks,HDV,37
2022,Punjab,D.G.Khan,Rajanpur,Pickups/Delivery Vans,LDV,344
2022,Punjab,D.G.Khan,Rajanpur,Tractors,NRV,4034
2022,Punjab,Rawalpindi,Rawalpindi,Motor Cycles/Scooters,2W,951450
2022,Punjab,Rawalpindi,Rawalpindi,Auto Rickshaws,3W,33146
2022,Punjab,Rawalpindi,Rawalpindi,Motor Cars/Jeeps/Station Wagons,4W1,90991
2022,Punjab,Rawalpindi,Rawalpindi,Motor Cars/Jeeps/Station Wagons,4W2,16057
2022,Punjab,Rawalpindi,Rawalpindi,Taxis,4WT,8145
2022,Punjab,Rawalpindi,Rawalpindi,Mini Buses/Buses/Flying/Luxury Coaches,BUS,14506
2022,Punjab,Rawalpindi,Rawalpindi,Trucks,HDV,9269
2022,Punjab,Rawalpindi,Rawalpindi,Pickups/Delivery Vans,LDV,58008
2022,Punjab,Rawalpindi,Rawalpindi,Tractors,NRV,3992
2022,Punjab,Multan,Sahiwal,Motor Cycles/Scooters,2W,458182
2022,Punjab,Multan,Sahiwal,Auto Rickshaws,3W,1108
2022,Punjab,Multan,Sahiwal,Motor Cars/Jeeps/Station Wagons,4W1,8923
2022,Punjab,Multan,Sahiwal,Motor Cars/Jeeps/Station Wagons,4W2,1575
2022,Punjab,Multan,Sahiwal,Taxis,4WT,1962
2022,Punjab,Multan,Sahiwal,Mini Buses/Buses/Flying/Luxury Coaches,BUS,540
2022,Punjab,Multan,Sahiwal,Trucks,HDV,1075
2022,Punjab,Multan,Sahiwal,Pickups/Delivery Vans,LDV,2869
2022,Punjab,Multan,Sahiwal,Tractors,NRV,35249
2022,Punjab,Sargodha,Sargodha,Motor Cycles/Scooters,2W,540563
2022,Punjab,Sargodha,Sargodha,Auto Rickshaws,3W,46038
2022,Punjab,Sargodha,Sargodha,Motor Cars/Jeeps/Station Wagons,4W1,7358
2022,Punjab,Sargodha,Sargodha,Motor Cars/Jeeps/Station Wagons,4W2,1298
2022,Punjab,Sargodha,Sargodha,Taxis,4WT,1843
2022,Punjab,Sargodha,Sargodha,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1823
2022,Punjab,Sargodha,Sargodha,Trucks,HDV,2758
2022,Punjab,Sargodha,Sargodha,Pickups/Delivery Vans,LDV,4334
2022,Punjab,Sargodha,Sargodha,Tractors,NRV,18816
2022,Punjab,Lahore,Sheikhupura,Motor Cycles/Scooters,2W,56804
2022,Punjab,Lahore,Sheikhupura,Auto Rickshaws,3W,2084
2022,Punjab,Lahore,Sheikhupura,Motor Cars/Jeeps/Station Wagons,4W1,1981
2022,Punjab,Lahore,Sheikhupura,Motor Cars/Jeeps/Station Wagons,4W2,350
2022,Punjab,Lahore,Sheikhupura,Taxis,4WT,342
2022,Punjab,Lahore,Sheikhupura,Mini Buses/Buses/Flying/Luxury Coaches,BUS,486
2022,Punjab,Lahore,Sheikhupura,Trucks,HDV,1183
2022,Punjab,Lahore,Sheikhupura,Pickups/Delivery Vans,LDV,994
2022,Punjab,Lahore,Sheikhupura,Tractors,NRV,13879
2022,Punjab,Gujranwala,Sialkot,Motor Cycles/Scooters,2W,726743
2022,Punjab,Gujranwala,Sialkot,Auto Rickshaws,3W,34101
2022,Punjab,Gujranwala,Sialkot,Motor Cars/Jeeps/Station Wagons,4W1,25108
2022,Punjab,Gujranwala,Sialkot,Motor Cars/Jeeps/Station Wagons,4W2,4431
2022,Punjab,Gujranwala,Sialkot,Taxis,4WT,450
2022,Punjab,Gujranwala,Sialkot,Mini Buses/Buses/Flying/Luxury Coaches,BUS,2046
2022,Punjab,Gujranwala,Sialkot,Trucks,HDV,444
2022,Punjab,Gujranwala,Sialkot,Pickups/Delivery Vans,LDV,7680
2022,Punjab,Gujranwala,Sialkot,Tractors,NRV,12758
2022,Punjab,Faisalabad,T.T.Singh,Motor Cycles/Scooters,2W,236400
2022,Punjab,Faisalabad,T.T.Singh,Auto Rickshaws,3W,402
2022,Punjab,Faisalabad,T.T.Singh,Motor Cars/Jeeps/Station Wagons,4W1,1348
2022,Punjab,Faisalabad,T.T.Singh,Motor Cars/Jeeps/Station Wagons,4W2,238
2022,Punjab,Faisalabad,T.T.Singh,Taxis,4WT,125
2022,Punjab,Faisalabad,T.T.Singh,Mini Buses/Buses/Flying/Luxury Coaches,BUS,192
2022,Punjab,Faisalabad,T.T.Singh,Trucks,HDV,106
2022,Punjab,Faisalabad,T.T.Singh,Pickups/Delivery Vans,LDV,561
2022,Punjab,Faisalabad,T.T.Singh,Tractors,NRV,13150
2022,Punjab,Multan,Vehari,Motor Cycles/Scooters,2W,399429
2022,Punjab,Multan,Vehari,Auto Rickshaws,3W,479
2022,Punjab,Multan,Vehari,Motor Cars/Jeeps/Station Wagons,4W1,3868
2022,Punjab,Multan,Vehari,Motor Cars/Jeeps/Station Wagons,4W2,682
2022,Punjab,Multan,Vehari,Taxis,4WT,802
2022,Punjab,Multan,Vehari,Mini Buses/Buses/Flying/Luxury Coaches,BUS,319
2022,Punjab,Multan,Vehari,Trucks,HDV,199
2022,Punjab,Multan,Vehari,Pickups/Delivery Vans,LDV,656
2022,Punjab,Multan,Vehari,Tractors,NRV,18704
2023,Punjab,Rawalpindi,Attock,Motor Cycles/Scooters,2W,147847
2023,Punjab,Rawalpindi,Attock,Auto Rickshaws,3W,22743
2023,Punjab,Rawalpindi,Attock,Motor Cars/Jeeps/Station Wagons,4W1,10843
2023,Punjab,Rawalpindi,Attock,Motor Cars/Jeeps/Station Wagons,4W2,1914
2023,Punjab,Rawalpindi,Attock,Taxis,4WT,487
2023,Punjab,Rawalpindi,Attock,Mini Buses/Buses/Flying/Luxury Coaches,BUS,2599
2023,Punjab,Rawalpindi,Attock,Trucks,HDV,1094
2023,Punjab,Rawalpindi,Attock,Pickups/Delivery Vans,LDV,5476
2023,Punjab,Rawalpindi,Attock,Tractors,NRV,11577
2023,Punjab,Bahawalpur,Bahawalnagar,Motor Cycles/Scooters,2W,407223
2023,Punjab,Bahawalpur,Bahawalnagar,Auto Rickshaws,3W,550
2023,Punjab,Bahawalpur,Bahawalnagar,Motor Cars/Jeeps/Station Wagons,4W1,2953
2023,Punjab,Bahawalpur,Bahawalnagar,Motor Cars/Jeeps/Station Wagons,4W2,521
2023,Punjab,Bahawalpur,Bahawalnagar,Taxis,4WT,355
2023,Punjab,Bahawalpur,Bahawalnagar,Mini Buses/Buses/Flying/Luxury Coaches,BUS,180
2023,Punjab,Bahawalpur,Bahawalnagar,Trucks,HDV,103
2023,Punjab,Bahawalpur,Bahawalnagar,Pickups/Delivery Vans,LDV,1965
2023,Punjab,Bahawalpur,Bahawalnagar,Tractors,NRV,24223
2023,Punjab,Bahawalpur,Bahawalpur,Motor Cycles/Scooters,2W,626250
2023,Punjab,Bahawalpur,Bahawalpur,Auto Rickshaws,3W,9482
2023,Punjab,Bahawalpur,Bahawalpur,Motor Cars/Jeeps/Station Wagons,4W1,20218
2023,Punjab,Bahawalpur,Bahawalpur,Motor Cars/Jeeps/Station Wagons,4W2,3568
2023,Punjab,Bahawalpur,Bahawalpur,Taxis,4WT,3170
2023,Punjab,Bahawalpur,Bahawalpur,Mini Buses/Buses/Flying/Luxury Coaches,BUS,963
2023,Punjab,Bahawalpur,Bahawalpur,Trucks,HDV,719
2023,Punjab,Bahawalpur,Bahawalpur,Pickups/Delivery Vans,LDV,4780
2023,Punjab,Bahawalpur,Bahawalpur,Tractors,NRV,15141
2023,Punjab,Sargodha,Bhakkar,Motor Cycles/Scooters,2W,162233
2023,Punjab,Sargodha,Bhakkar,Auto Rickshaws,3W,27275
2023,Punjab,Sargodha,Bhakkar,Motor Cars/Jeeps/Station Wagons,4W1,989
2023,Punjab,Sargodha,Bhakkar,Motor Cars/Jeeps/Station Wagons,4W2,175
2023,Punjab,Sargodha,Bhakkar,Taxis,4WT,84
2023,Punjab,Sargodha,Bhakkar,Mini Buses/Buses/Flying/Luxury Coaches,BUS,286
2023,Punjab,Sargodha,Bhakkar,Trucks,HDV,120
2023,Punjab,Sargodha,Bhakkar,Pickups/Delivery Vans,LDV,749
2023,Punjab,Sargodha,Bhakkar,Tractors,NRV,9883
2023,Punjab,Rawalpindi,Chakwal,Motor Cycles/Scooters,2W,167445
2023,Punjab,Rawalpindi,Chakwal,Auto Rickshaws,3W,19860
2023,Punjab,Rawalpindi,Chakwal,Motor Cars/Jeeps/Station Wagons,4W1,1570
2023,Punjab,Rawalpindi,Chakwal,Motor Cars/Jeeps/Station Wagons,4W2,277
2023,Punjab,Rawalpindi,Chakwal,Taxis,4WT,105
2023,Punjab,Rawalpindi,Chakwal,Mini Buses/Buses/Flying/Luxury Coaches,BUS,546
2023,Punjab,Rawalpindi,Chakwal,Trucks,HDV,129
2023,Punjab,Rawalpindi,Chakwal,Pickups/Delivery Vans,LDV,2367
2023,Punjab,Rawalpindi,Chakwal,Tractors,NRV,8378
2023,Punjab,Faisalabad,Chiniot,Motor Cycles/Scooters,2W,107375
2023,Punjab,Faisalabad,Chiniot,Auto Rickshaws,3W,15680
2023,Punjab,Faisalabad,Chiniot,Motor Cars/Jeeps/Station Wagons,4W1,1191
2023,Punjab,Faisalabad,Chiniot,Motor Cars/Jeeps/Station Wagons,4W2,210
2023,Punjab,Faisalabad,Chiniot,Taxis,4WT,10
2023,Punjab,Faisalabad,Chiniot,Mini Buses/Buses/Flying/Luxury Coaches,BUS,30
2023,Punjab,Faisalabad,Chiniot,Trucks,HDV,103
2023,Punjab,Faisalabad,Chiniot,Pickups/Delivery Vans,LDV,1403
2023,Punjab,Faisalabad,Chiniot,Tractors,NRV,1805
2023,Punjab,D.G.Khan,D.G.Khan,Motor Cycles/Scooters,2W,617325
2023,Punjab,D.G.Khan,D.G.Khan,Auto Rickshaws,3W,654
2023,Punjab,D.G.Khan,D.G.Khan,Motor Cars/Jeeps/Station Wagons,4W1,6083
2023,Punjab,D.G.Khan,D.G.Khan,Motor Cars/Jeeps/Station Wagons,4W2,1073
2023,Punjab,D.G.Khan,D.G.Khan,Taxis,4WT,1530
2023,Punjab,D.G.Khan,D.G.Khan,Mini Buses/Buses/Flying/Luxury Coaches,BUS,999
2023,Punjab,D.G.Khan,D.G.Khan,Trucks,HDV,774
2023,Punjab,D.G.Khan,D.G.Khan,Pickups/Delivery Vans,LDV,1912
2023,Punjab,D.G.Khan,D.G.Khan,Tractors,NRV,27267
2023,Punjab,Faisalabad,Faisalabad,Motor Cycles/Scooters,2W,1552934
2023,Punjab,Faisalabad,Faisalabad,Auto Rickshaws,3W,24605
2023,Punjab,Faisalabad,Faisalabad,Motor Cars/Jeeps/Station Wagons,4W1,67600
2023,Punjab,Faisalabad,Faisalabad,Motor Cars/Jeeps/Station Wagons,4W2,11929
2023,Punjab,Faisalabad,Faisalabad,Taxis,4WT,5057
2023,Punjab,Faisalabad,Faisalabad,Mini Buses/Buses/Flying/Luxury Coaches,BUS,3582
2023,Punjab,Faisalabad,Faisalabad,Trucks,HDV,5821
2023,Punjab,Faisalabad,Faisalabad,Pickups/Delivery Vans,LDV,17301
2023,Punjab,Faisalabad,Faisalabad,Tractors,NRV,14306
2023,Punjab,Gujranwala,Gujranwala,Motor Cycles/Scooters,2W,924978
2023,Punjab,Gujranwala,Gujranwala,Auto Rickshaws,3W,15164
2023,Punjab,Gujranwala,Gujranwala,Motor Cars/Jeeps/Station Wagons,4W1,18970
2023,Punjab,Gujranwala,Gujranwala,Motor Cars/Jeeps/Station Wagons,4W2,3348
2023,Punjab,Gujranwala,Gujranwala,Taxis,4WT,3471
2023,Punjab,Gujranwala,Gujranwala,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1751
2023,Punjab,Gujranwala,Gujranwala,Trucks,HDV,1501
2023,Punjab,Gujranwala,Gujranwala,Pickups/Delivery Vans,LDV,8373
2023,Punjab,Gujranwala,Gujranwala,Tractors,NRV,20127
2023,Punjab,Gujranwala,Gujrat,Motor Cycles/Scooters,2W,508132
2023,Punjab,Gujranwala,Gujrat,Auto Rickshaws,3W,12223
2023,Punjab,Gujranwala,Gujrat,Motor Cars/Jeeps/Station Wagons,4W1,5083
2023,Punjab,Gujranwala,Gujrat,Motor Cars/Jeeps/Station Wagons,4W2,897
2023,Punjab,Gujranwala,Gujrat,Taxis,4WT,442
2023,Punjab,Gujranwala,Gujrat,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1003
2023,Punjab,Gujranwala,Gujrat,Trucks,HDV,824
2023,Punjab,Gujranwala,Gujrat,Pickups/Delivery Vans,LDV,3544
2023,Punjab,Gujranwala,Gujrat,Tractors,NRV,11029
2023,Punjab,Gujranwala,Hafizabad,Motor Cycles/Scooters,2W,131451
2023,Punjab,Gujranwala,Hafizabad,Auto Rickshaws,3W,331
2023,Punjab,Gujranwala,Hafizabad,Motor Cars/Jeeps/Station Wagons,4W1,1230
2023,Punjab,Gujranwala,Hafizabad,Motor Cars/Jeeps/Station Wagons,4W2,217
2023,Punjab,Gujranwala,Hafizabad,Taxis,4WT,204
2023,Punjab,Gujranwala,Hafizabad,Mini Buses/Buses/Flying/Luxury Coaches,BUS,225
